NUMERO ARBOL,NOMBRE COMUN,ESPECIE CIENTIFICA,ANIO MEDICION,DAP CM,ALTURA M,BIOMASA TOTAL KG,CARBONO TOTAL MG,CO2 EQUIVALENTE MG,ESTADO ARBOL
1446,casco de venado,Bauhinia purpurea,2022,13.6,10.1,0.1169,0.2015,0.2015,Activo
1446,casco de venado,Bauhinia purpurea,2023,13.6,10.1,0.1169,0.2015,0.2015,Activo
1446,casco de venado,Bauhinia purpurea,2024,13.6,10.1,0.1169,0.2015,0.2015,Activo
1446,casco de venado,Bauhinia purpurea,2025,13.7,11.0,0.1268,0.2186,0.2186,Activo
1447,casco de venado,Bauhinia purpurea,2022,13.0,10.1,0.1066,0.1838,0.1838,Activo
1447,casco de venado,Bauhinia purpurea,2023,13.0,10.1,0.1066,0.1838,0.1838,Activo
1447,casco de venado,Bauhinia purpurea,2024,13.1,10.1,0.1083,0.1867,0.1867,Activo
1447,casco de venado,Bauhinia purpurea,2025,14.4,11.0,0.1404,0.242,0.242,Activo
1448,casco de venado,Bauhinia purpurea,2022,19.3,10.1,0.2388,0.4115,0.4115,Activo
1448,casco de venado,Bauhinia purpurea,2023,19.3,10.1,0.2388,0.4115,0.4115,Activo
1448,casco de venado,Bauhinia purpurea,2024,19.3,11.0,0.2552,0.4398,0.4398,Activo
1448,casco de venado,Bauhinia purpurea,2025,19.6,11.0,0.2634,0.4539,0.4539,Activo
1449,casco de venado,Bauhinia purpurea,2022,13.0,10.1,0.1066,0.1838,0.1838,Activo
1449,casco de venado,Bauhinia purpurea,2023,13.0,10.1,0.1066,0.1838,0.1838,Activo
1449,casco de venado,Bauhinia purpurea,2024,13.1,11.0,0.1158,0.1995,0.1995,Activo
1449,casco de venado,Bauhinia purpurea,2025,14.5,11.0,0.1424,0.2455,0.2455,Activo
1450,casco de venado,Bauhinia purpurea,2022,17.7,10.1,0.2001,0.345,0.345,Activo
1450,casco de venado,Bauhinia purpurea,2023,17.7,10.1,0.2001,0.345,0.345,Activo
1450,casco de venado,Bauhinia purpurea,2024,17.8,11.0,0.2164,0.3729,0.3729,Activo
1450,casco de venado,Bauhinia purpurea,2025,17.8,11.0,0.2164,0.3729,0.3729,Activo
1451,casco de venado,Bauhinia purpurea,2022,11.3,10.1,0.0801,0.1381,0.1381,Activo
1451,casco de venado,Bauhinia purpurea,2023,11.3,10.1,0.0801,0.1381,0.1381,Activo
1451,casco de venado,Bauhinia purpurea,2024,11.3,11.0,0.0856,0.1476,0.1476,Activo
1451,casco de venado,Bauhinia purpurea,2025,11.5,11.0,0.0888,0.153,0.153,Activo
1452,casco de venado,Bauhinia purpurea,2022,11.0,10.1,0.0758,0.1307,0.1307,Activo
1452,casco de venado,Bauhinia purpurea,2023,11.0,10.1,0.0758,0.1307,0.1307,Activo
1452,casco de venado,Bauhinia purpurea,2024,11.2,11.0,0.0841,0.1449,0.1449,Activo
1452,casco de venado,Bauhinia purpurea,2025,11.2,11.0,0.0841,0.1449,0.1449,Activo
1453,casco de venado,Bauhinia purpurea,2022,18.6,10.1,0.2215,0.3817,0.3817,Activo
1453,casco de venado,Bauhinia purpurea,2023,18.9,10.1,0.2288,0.3943,0.3943,Activo
1453,casco de venado,Bauhinia purpurea,2024,19.2,11.0,0.2525,0.4352,0.4352,Activo
1453,casco de venado,Bauhinia purpurea,2025,20.1,11.0,0.2773,0.4778,0.4778,Activo
1454,casco de venado,Bauhinia purpurea,2022,11.5,7.3,0.0645,0.1111,0.1111,Activo
1454,casco de venado,Bauhinia purpurea,2023,11.7,7.3,0.0668,0.1151,0.1151,Activo
1454,casco de venado,Bauhinia purpurea,2024,12.4,7.3,0.0752,0.1296,0.1296,Activo
1454,casco de venado,Bauhinia purpurea,2025,14.0,8.0,0.1035,0.1783,0.1783,Activo
1455,güitite,Acnistus arborescens,2022,10.8,5.3,0.0442,0.0762,0.0762,Activo
1455,güitite,Acnistus arborescens,2023,11.5,5.3,0.0503,0.0866,0.0866,Activo
1455,güitite,Acnistus arborescens,2024,11.7,5.6,0.0543,0.0936,0.0936,Activo
1455,güitite,Acnistus arborescens,2025,12.4,8.0,0.0808,0.1392,0.1392,Activo
1456,güitite,Acnistus arborescens,2022,12.5,6.8,0.0723,0.1247,0.1247,Activo
1456,güitite,Acnistus arborescens,2023,14.4,6.8,0.0965,0.1664,0.1664,Activo
1456,güitite,Acnistus arborescens,2024,16.1,7.3,0.1281,0.2208,0.2208,Activo
1456,güitite,Acnistus arborescens,2025,18.3,7.3,0.1664,0.2867,0.2867,Activo
1457,vainillo,Tecoma stans,2022,12.4,7.7,0.0784,0.1351,0.1351,Activo
1457,vainillo,Tecoma stans,2023,12.5,8.0,0.0821,0.1415,0.1415,Activo
1457,vainillo,Tecoma stans,2024,13.9,8.0,0.102,0.1757,0.1757,Activo
1457,vainillo,Tecoma stans,2025,14.7,8.0,0.1143,0.197,0.197,Activo
1458,vainillo,Tecoma stans,2022,14.5,7.7,0.1079,0.1859,0.1859,Activo
1458,vainillo,Tecoma stans,2023,15.1,8.0,0.1207,0.208,0.208,Activo
1458,vainillo,Tecoma stans,2024,16.0,8.0,0.1358,0.2341,0.2341,Activo
1458,vainillo,Tecoma stans,2025,17.1,8.0,0.1556,0.2681,0.2681,Activo
1459,vainillo,Tecoma stans,2022,12.8,6.2,0.0707,0.1218,0.1218,Activo
1459,vainillo,Tecoma stans,2023,13.0,6.2,0.0729,0.1257,0.1257,Activo
1459,vainillo,Tecoma stans,2024,13.2,6.7,0.0799,0.1377,0.1377,Activo
1459,vainillo,Tecoma stans,2025,13.5,6.9,0.0856,0.1475,0.1475,Activo
1460,vainillo,Tecoma stans,2022,19.3,6.2,0.1633,0.2814,0.2814,Activo
1460,vainillo,Tecoma stans,2023,19.8,6.2,0.172,0.2965,0.2965,Activo
1460,vainillo,Tecoma stans,2024,20.6,6.7,0.1981,0.3414,0.3414,Activo
1460,vainillo,Tecoma stans,2025,21.2,6.9,0.2149,0.3704,0.3704,Activo
1461,vainillo,Tecoma stans,2022,13.4,5.1,0.0666,0.1148,0.1148,Activo
1461,vainillo,Tecoma stans,2023,13.8,5.1,0.0707,0.1219,0.1219,Activo
1461,vainillo,Tecoma stans,2024,14.0,6.2,0.0848,0.1462,0.1462,Activo
1461,vainillo,Tecoma stans,2025,14.3,6.2,0.0886,0.1526,0.1526,Activo
1462,vainillo,Tecoma stans,2022,14.7,5.5,0.0853,0.1471,0.1471,Activo
1462,vainillo,Tecoma stans,2023,15.4,5.5,0.0938,0.1617,0.1617,Activo
1462,vainillo,Tecoma stans,2024,15.7,7.3,0.1217,0.2097,0.2097,Activo
1462,vainillo,Tecoma stans,2025,16.0,7.3,0.1265,0.218,0.218,Activo
1463,tangerina,Citrus x tangerina,2022,18.2,7.0,0.1592,0.2744,0.2744,Activo
1463,tangerina,Citrus x tangerina,2023,18.3,7.0,0.161,0.2775,0.2775,Activo
1463,tangerina,Citrus x tangerina,2024,18.4,7.3,0.1682,0.2899,0.2899,Activo
1463,tangerina,Citrus x tangerina,2025,18.8,7.3,0.1758,0.3029,0.3029,Activo
1464,tangerina,Citrus x tangerina,2022,14.9,7.0,0.1059,0.1825,0.1825,Activo
1464,tangerina,Citrus x tangerina,2023,14.9,7.0,0.1059,0.1825,0.1825,Activo
1464,tangerina,Citrus x tangerina,2024,15.1,7.3,0.1124,0.1937,0.1937,Activo
1464,tangerina,Citrus x tangerina,2025,15.2,7.3,0.1139,0.1963,0.1963,Activo
1465,níspero,Eriobotrya japonica,2022,12.1,8.4,0.0798,0.1375,0.1375,Activo
1465,níspero,Eriobotrya japonica,2023,12.7,9.0,0.093,0.1602,0.1602,Activo
1465,níspero,Eriobotrya japonica,2024,13.4,9.2,0.1055,0.1818,0.1818,Activo
1465,níspero,Eriobotrya japonica,2025,13.9,9.2,0.1137,0.1959,0.1959,Activo
1466,níspero,Eriobotrya japonica,2022,11.6,8.4,0.0732,0.1262,0.1262,Activo
1466,níspero,Eriobotrya japonica,2023,11.6,9.0,0.0773,0.1332,0.1332,Activo
1466,níspero,Eriobotrya japonica,2024,12.0,9.2,0.0842,0.1452,0.1452,Activo
1466,níspero,Eriobotrya japonica,2025,12.2,9.2,0.0871,0.1501,0.1501,Activo
1467,mango,Mangifera indica,2022,16.7,6.9,0.1321,0.2277,0.2277,Activo
1467,mango,Mangifera indica,2023,16.7,6.9,0.1321,0.2277,0.2277,Activo
1467,mango,Mangifera indica,2024,16.7,6.9,0.1321,0.2277,0.2277,Activo
1467,mango,Mangifera indica,2025,17.9,6.9,0.1522,0.2623,0.2623,Activo
1468,lorito,Cojoba arborea,2022,41.5,17.7,1.7622,3.0371,3.0371,Activo
1468,lorito,Cojoba arborea,2023,43.9,17.7,1.9763,3.4062,3.4062,Activo
1468,lorito,Cojoba arborea,2024,45.0,18.0,2.1061,3.6298,3.6298,Activo
1468,lorito,Cojoba arborea,2025,46.1,18.0,2.2124,3.8131,3.8131,Activo
1469,lorito,Cojoba arborea,2022,35.5,10.5,0.8532,1.4705,1.4705,Activo
1469,lorito,Cojoba arborea,2023,36.6,10.5,0.908,1.5649,1.5649,Activo
1469,lorito,Cojoba arborea,2024,37.5,12.0,1.0587,1.8247,1.8247,Activo
1469,lorito,Cojoba arborea,2025,38.5,12.0,1.1171,1.9253,1.9253,Activo
1470,lorito,Cojoba arborea,2022,17.0,10.5,0.19,0.3275,0.3275,Activo
1470,lorito,Cojoba arborea,2023,0.0,10.5,,,,Removido
1470,lorito,Cojoba arborea,2025,0.0,,,,,Removido
1471,lorito,Cojoba arborea,2022,0.0,,,,,Removido
1471,lorito,Cojoba arborea,2023,0.0,,,,,Removido
1471,lorito,Cojoba arborea,2025,0.0,,,,,Removido
1472,cortez negro,Handroanthus impetiginosus,2022,15.8,4.0,0.0772,0.133,0.133,Activo
1472,cortez negro,Handroanthus impetiginosus,2023,15.9,4.0,0.0782,0.1347,0.1347,Activo
1472,cortez negro,Handroanthus impetiginosus,2024,16.4,4.6,0.0928,0.16,0.16,Activo
1472,cortez negro,Handroanthus impetiginosus,2025,17.5,4.6,0.106,0.1826,0.1826,Activo
1473,cortez negro,Handroanthus impetiginosus,2022,12.0,5.8,0.0588,0.1013,0.1013,Activo
1473,cortez negro,Handroanthus impetiginosus,2023,12.1,5.8,0.0598,0.1031,0.1031,Activo
1473,cortez negro,Handroanthus impetiginosus,2024,12.3,5.8,0.0618,0.1066,0.1066,Activo
1473,cortez negro,Handroanthus impetiginosus,2025,12.4,5.8,0.0629,0.1084,0.1084,Activo
1474,marañón,Anacardium occidentale,2022,13.1,5.3,0.0656,0.113,0.113,Activo
1474,marañón,Anacardium occidentale,2023,15.2,5.3,0.0888,0.153,0.153,Activo
1474,marañón,Anacardium occidentale,2024,15.2,5.5,0.0914,0.1575,0.1575,Activo
1474,marañón,Anacardium occidentale,2025,16.9,6.0,0.1214,0.2092,0.2092,Activo
1475,dracena marginata,Dracaena reflexa var. angustifolia,2022,15.4,6.1,0.1017,0.1753,0.1753,Activo
1475,dracena marginata,Dracaena reflexa var. angustifolia,2023,16.2,6.1,0.1128,0.1944,0.1944,Activo
1475,dracena marginata,Dracaena reflexa var. angustifolia,2024,16.2,6.1,0.1128,0.1944,0.1944,Activo
1475,dracena marginata,Dracaena reflexa var. angustifolia,2025,18.2,6.5,0.1503,0.259,0.259,Activo
1476,mango,Mangifera indica,2022,15.3,5.8,0.0965,0.1663,0.1663,Activo
1476,mango,Mangifera indica,2023,15.4,5.8,0.0978,0.1686,0.1686,Activo
1476,mango,Mangifera indica,2024,15.5,7.0,0.1147,0.1978,0.1978,Activo
1476,mango,Mangifera indica,2025,15.5,7.3,0.1186,0.2043,0.2043,Activo
1477,mango,Mangifera indica,2022,22.2,6.8,0.2334,0.4023,0.4023,Activo
1477,mango,Mangifera indica,2023,22.8,6.8,0.2465,0.4248,0.4248,Activo
1477,mango,Mangifera indica,2024,23.1,7.0,0.2589,0.4463,0.4463,Activo
1477,mango,Mangifera indica,2025,24.0,7.3,0.2892,0.4985,0.4985,Activo
1478,mango,Mangifera indica,2022,18.9,6.8,0.1681,0.2898,0.2898,Activo
1478,mango,Mangifera indica,2023,18.9,6.8,0.1681,0.2898,0.2898,Activo
1478,mango,Mangifera indica,2024,19.5,7.0,0.1833,0.3159,0.3159,Activo
1478,mango,Mangifera indica,2025,19.5,7.3,0.1894,0.3264,0.3264,Activo
1479,mango,Mangifera indica,2022,19.0,6.8,0.1699,0.2929,0.2929,Activo
1479,mango,Mangifera indica,2023,19.5,6.8,0.1792,0.3088,0.3088,Activo
1479,mango,Mangifera indica,2024,19.7,7.0,0.1871,0.3225,0.3225,Activo
1479,mango,Mangifera indica,2025,20.7,7.3,0.2139,0.3687,0.3687,Activo
1480,mango,Mangifera indica,2022,13.6,6.8,0.0859,0.1481,0.1481,Activo
1480,mango,Mangifera indica,2023,13.9,6.8,0.0898,0.1548,0.1548,Activo
1480,mango,Mangifera indica,2024,14.2,7.0,0.096,0.1654,0.1654,Activo
1480,mango,Mangifera indica,2025,15.0,7.3,0.1109,0.1911,0.1911,Activo
1481,guayaba,Psidium guajava,2022,13.0,4.5,0.0568,0.0979,0.0979,Activo
1481,guayaba,Psidium guajava,2023,13.1,4.5,0.0577,0.0995,0.0995,Activo
1481,guayaba,Psidium guajava,2024,13.4,5.3,0.0686,0.1183,0.1183,Activo
1481,guayaba,Psidium guajava,2025,13.9,5.4,0.0751,0.1294,0.1294,Activo
1482,aguacate,Persea americana,2022,17.4,5.1,0.1135,0.1956,0.1956,Activo
1482,aguacate,Persea americana,2023,18.2,5.1,0.1244,0.2144,0.2144,Activo
1482,aguacate,Persea americana,2024,19.2,5.3,0.143,0.2464,0.2464,Activo
1482,aguacate,Persea americana,2025,20.4,5.4,0.1642,0.2829,0.2829,Activo
1483,vainillo,Tecoma stans,2022,19.1,5.3,0.1415,0.2438,0.2438,Activo
1483,vainillo,Tecoma stans,2023,19.1,5.3,0.1415,0.2438,0.2438,Activo
1483,vainillo,Tecoma stans,2024,19.1,5.3,0.1415,0.2438,0.2438,Activo
1483,vainillo,Tecoma stans,2025,19.1,5.4,0.1435,0.2474,0.2474,Activo
1484,"capilote, maría",Miconia argentea,2022,13.0,8.4,0.0924,0.1592,0.1592,Activo
1484,"capilote, maría",Miconia argentea,2023,13.4,9.0,0.1037,0.1787,0.1787,Activo
1484,"capilote, maría",Miconia argentea,2024,13.5,9.2,0.1071,0.1846,0.1846,Activo
1484,"capilote, maría",Miconia argentea,2025,13.5,9.4,0.1089,0.1877,0.1877,Activo
1485,"capilote, maría",Miconia argentea,2022,11.3,6.3,0.0555,0.0956,0.0956,Activo
1485,"capilote, maría",Miconia argentea,2023,11.3,6.3,0.0555,0.0956,0.0956,Activo
1485,"capilote, maría",Miconia argentea,2024,11.3,6.5,0.0568,0.098,0.098,Activo
1485,"capilote, maría",Miconia argentea,2025,11.4,6.5,0.0579,0.0997,0.0997,Activo
1486,malinche,Delonix regia,2022,11.1,6.0,0.0515,0.0888,0.0888,Activo
1486,malinche,Delonix regia,2023,11.1,6.0,0.0515,0.0888,0.0888,Activo
1486,malinche,Delonix regia,2024,11.4,6.0,0.0544,0.0937,0.0937,Activo
1486,malinche,Delonix regia,2025,11.4,6.0,0.0544,0.0937,0.0937,Activo
1487,malinche,Delonix regia,2022,11.2,6.0,0.0524,0.0904,0.0904,Activo
1487,malinche,Delonix regia,2023,11.2,6.0,0.0524,0.0904,0.0904,Activo
1487,malinche,Delonix regia,2024,11.2,6.0,0.0524,0.0904,0.0904,Activo
1487,malinche,Delonix regia,2025,11.2,6.0,0.0524,0.0904,0.0904,Activo
1488,higuerón,Ficus costaricana,2022,48.3,17.1,2.3378,4.0292,4.0292,Activo
1488,higuerón,Ficus costaricana,2023,48.8,17.3,2.4092,4.1522,4.1522,Activo
1488,higuerón,Ficus costaricana,2024,49.2,17.5,2.4717,4.2599,4.2599,Activo
1488,higuerón,Ficus costaricana,2025,49.5,17.5,2.5025,4.313,4.313,Activo
1489,higuerón,Ficus costaricana,2022,36.5,17.1,1.3202,2.2754,2.2754,Activo
1489,higuerón,Ficus costaricana,2023,38.5,17.3,1.4854,2.5601,2.5601,Activo
1489,higuerón,Ficus costaricana,2024,38.5,17.5,1.4988,2.5831,2.5831,Activo
1489,higuerón,Ficus costaricana,2025,38.7,17.5,1.5147,2.6106,2.6106,Activo
1490,higuerón,Ficus costaricana,2022,45.6,17.1,2.079,3.5831,3.5831,Activo
1490,higuerón,Ficus costaricana,2023,47.9,17.3,2.3194,3.9975,3.9975,Activo
1490,higuerón,Ficus costaricana,2024,48.1,17.3,2.3392,4.0316,4.0316,Activo
1490,higuerón,Ficus costaricana,2025,48.4,17.5,2.3904,4.1198,4.1198,Activo
1491,güitite,Acnistus arborescens,2022,11.1,7.2,0.0594,0.1023,0.1023,Activo
1491,güitite,Acnistus arborescens,2023,12.0,7.2,0.0696,0.1199,0.1199,Activo
1491,güitite,Acnistus arborescens,2024,13.5,7.3,0.0894,0.1542,0.1542,Activo
1491,güitite,Acnistus arborescens,2025,14.5,7.5,0.1057,0.1821,0.1821,Activo
1492,uruca,Trichilia havanensis,2022,16.9,8.3,0.1563,0.2694,0.2694,Activo
1492,uruca,Trichilia havanensis,2023,18.2,8.3,0.1818,0.3134,0.3134,Activo
1492,uruca,Trichilia havanensis,2024,19.5,8.5,0.2132,0.3675,0.3675,Activo
1492,uruca,Trichilia havanensis,2025,20.7,8.6,0.243,0.4189,0.4189,Activo
1493,cas,Psidium friedrichsthalianum,2022,13.6,7.7,0.0947,0.1631,0.1631,Activo
1493,cas,Psidium friedrichsthalianum,2023,14.3,8.0,0.108,0.1862,0.1862,Activo
1493,cas,Psidium friedrichsthalianum,2024,15.4,8.2,0.1281,0.2208,0.2208,Activo
1493,cas,Psidium friedrichsthalianum,2025,16.2,8.2,0.142,0.2448,0.2448,Activo
1494,cas,Psidium friedrichsthalianum,2022,10.7,6.4,0.0502,0.0866,0.0866,Activo
1494,cas,Psidium friedrichsthalianum,2023,11.4,6.4,0.0572,0.0985,0.0985,Activo
1494,cas,Psidium friedrichsthalianum,2024,12.3,6.5,0.0676,0.1165,0.1165,Activo
1494,cas,Psidium friedrichsthalianum,2025,12.5,6.5,0.0698,0.1204,0.1204,Activo
1495,araucaria,Araucaria heterophylla,2022,43.3,24.1,2.4439,4.2121,4.2121,Activo
1495,araucaria,Araucaria heterophylla,2023,44.8,24.1,2.6197,4.5151,4.5151,Activo
1495,araucaria,Araucaria heterophylla,2024,49.0,24.3,3.1655,5.4557,5.4557,Activo
1495,araucaria,Araucaria heterophylla,2025,49.6,24.3,3.2451,5.5928,5.5928,Activo
1496,guabillo,Inga oerstediana,2022,20.0,10.8,0.2705,0.4663,0.4663,Activo
1496,guabillo,Inga oerstediana,2023,22.5,11.0,0.349,0.6015,0.6015,Activo
1496,guabillo,Inga oerstediana,2024,24.5,11.4,0.4269,0.7358,0.7358,Activo
1496,guabillo,Inga oerstediana,2025,27.0,11.6,0.5276,0.9093,0.9093,Activo
1497,itabo,Yucca guatemalensis,2022,11.4,4.3,0.0419,0.0723,0.0723,Activo
1497,itabo,Yucca guatemalensis,2023,11.6,4.3,0.0435,0.0749,0.0749,Activo
1497,itabo,Yucca guatemalensis,2024,11.6,4.3,0.0435,0.0749,0.0749,Activo
1497,itabo,Yucca guatemalensis,2025,11.8,4.5,0.0466,0.0804,0.0804,Activo
1498,NO EXISTE,NO EXISTE,2022,0.0,,,,,Removido
1498,NO EXISTE,NO EXISTE,2023,0.0,,,,,Removido
1498,NO EXISTE,NO EXISTE,2025,0.0,,,,,Removido
1499,roblesabana,Tabebuia rosea,2022,11.5,10.9,0.0881,0.1519,0.1519,Activo
1499,roblesabana,Tabebuia rosea,2023,11.7,11.0,0.0919,0.1585,0.1585,Activo
1499,roblesabana,Tabebuia rosea,2024,11.8,11.4,0.0962,0.1658,0.1658,Activo
1499,roblesabana,Tabebuia rosea,2025,11.8,11.6,0.0975,0.168,0.168,Activo
1500,mango,Mangifera indica,2022,12.8,9.2,0.0961,0.1656,0.1656,Activo
1500,mango,Mangifera indica,2023,13.9,9.2,0.1137,0.1959,0.1959,Activo
1500,mango,Mangifera indica,2024,14.7,9.5,0.1306,0.2252,0.2252,Activo
1500,mango,Mangifera indica,2025,15.6,9.6,0.1487,0.2563,0.2563,Activo
1501,araucaria,Araucaria heterophylla,2022,42.7,28.0,2.6698,4.6013,4.6013,Activo
1501,araucaria,Araucaria heterophylla,2023,42.9,28.0,2.6953,4.6454,4.6454,Activo
1501,araucaria,Araucaria heterophylla,2024,43.0,28.3,2.7307,4.7064,4.7064,Activo
1501,araucaria,Araucaria heterophylla,2025,43.6,28.3,2.809,4.8413,4.8413,Activo
1502,mango,Mangifera indica,2022,25.5,10.0,0.4182,0.7208,0.7208,Activo
1502,mango,Mangifera indica,2023,26.5,10.0,0.4524,0.7797,0.7797,Activo
1502,mango,Mangifera indica,2024,26.9,10.5,0.4845,0.835,0.835,Activo
1502,mango,Mangifera indica,2025,27.4,10.5,0.503,0.867,0.867,Activo
1503,mango,Mangifera indica,2022,20.2,10.0,0.26,0.4482,0.4482,Activo
1503,mango,Mangifera indica,2023,20.3,10.0,0.2627,0.4527,0.4527,Activo
1503,mango,Mangifera indica,2024,20.5,10.3,0.2742,0.4726,0.4726,Activo
1503,mango,Mangifera indica,2025,20.5,10.3,0.2742,0.4726,0.4726,Activo
1504,mango,Mangifera indica,2022,18.4,10.0,0.215,0.3705,0.3705,Activo
1504,mango,Mangifera indica,2023,18.7,10.0,0.2222,0.3829,0.3829,Activo
1504,mango,Mangifera indica,2024,19.1,10.3,0.2374,0.4091,0.4091,Activo
1504,mango,Mangifera indica,2025,20.2,10.3,0.2661,0.4586,0.4586,Activo
1505,mango,Mangifera indica,2022,23.9,10.0,0.3665,0.6316,0.6316,Activo
1505,mango,Mangifera indica,2023,23.9,10.0,0.3665,0.6316,0.6316,Activo
1505,mango,Mangifera indica,2024,24.0,10.3,0.3782,0.6518,0.6518,Activo
1505,mango,Mangifera indica,2025,24.2,10.3,0.3847,0.663,0.663,Activo
1506,guayaba,Psidium guajava,2022,17.7,8.0,0.1669,0.2877,0.2877,Activo
1506,guayaba,Psidium guajava,2023,17.9,8.0,0.1708,0.2943,0.2943,Activo
1506,guayaba,Psidium guajava,2024,18.0,8.2,0.1761,0.3035,0.3035,Activo
1506,guayaba,Psidium guajava,2025,18.6,8.2,0.1883,0.3245,0.3245,Activo
1507,guayaba,Psidium guajava,2022,14.3,6.4,0.0908,0.1565,0.1565,Activo
1507,guayaba,Psidium guajava,2023,14.5,6.4,0.0934,0.161,0.161,Activo
1507,guayaba,Psidium guajava,2024,15.0,6.6,0.1025,0.1767,0.1767,Activo
1507,guayaba,Psidium guajava,2025,15.7,7.0,0.1178,0.203,0.203,Activo
1508,guayaba,Psidium guajava,2022,16.3,8.7,0.1506,0.2596,0.2596,Activo
1508,guayaba,Psidium guajava,2023,16.3,9.0,0.1546,0.2665,0.2665,Activo
1508,guayaba,Psidium guajava,2024,16.4,9.1,0.1579,0.2722,0.2722,Activo
1508,guayaba,Psidium guajava,2025,16.4,9.1,0.1579,0.2722,0.2722,Activo
1509,guayaba,Psidium guajava,2022,14.2,9.4,0.1207,0.2081,0.2081,Activo
1509,guayaba,Psidium guajava,2023,14.3,9.4,0.1225,0.2111,0.2111,Activo
1509,guayaba,Psidium guajava,2024,14.3,9.4,0.1225,0.2111,0.2111,Activo
1509,guayaba,Psidium guajava,2025,14.3,9.4,0.1225,0.2111,0.2111,Activo
1510,mango,Mangifera indica,2022,40.2,10.0,1.0585,1.8243,1.8243,Activo
1510,mango,Mangifera indica,2023,40.6,10.0,1.0801,1.8615,1.8615,Activo
1510,mango,Mangifera indica,2024,40.9,10.2,1.1135,1.9191,1.9191,Activo
1510,mango,Mangifera indica,2025,42.9,10.4,1.2461,2.1476,2.1476,Activo
1511,mango,Mangifera indica,2022,29.5,10.0,0.563,0.9704,0.9704,Activo
1511,mango,Mangifera indica,2023,29.9,10.0,0.5787,0.9974,0.9974,Activo
1511,mango,Mangifera indica,2024,30.3,10.2,0.6038,1.0407,1.0407,Activo
1511,mango,Mangifera indica,2025,31.1,10.4,0.6465,1.1143,1.1143,Activo
1512,mango,Mangifera indica,2022,24.2,10.0,0.3759,0.6479,0.6479,Activo
1512,mango,Mangifera indica,2023,24.9,10.0,0.3984,0.6867,0.6867,Activo
1512,mango,Mangifera indica,2024,25.5,10.2,0.4248,0.7321,0.7321,Activo
1512,mango,Mangifera indica,2025,26.0,10.4,0.4486,0.7732,0.7732,Activo
1513,mango,Mangifera indica,2022,25.6,10.0,0.4216,0.7266,0.7266,Activo
1513,mango,Mangifera indica,2023,25.9,10.0,0.4317,0.7441,0.7441,Activo
1513,mango,Mangifera indica,2024,26.0,10.2,0.4419,0.7616,0.7616,Activo
1513,mango,Mangifera indica,2025,26.8,10.4,0.4773,0.8226,0.8226,Activo
1514,mango,Mangifera indica,2022,24.4,5.4,0.2365,0.4077,0.4077,Activo
1514,mango,Mangifera indica,2023,24.4,5.4,0.2365,0.4077,0.4077,Activo
1514,mango,Mangifera indica,2024,24.4,5.4,0.2365,0.4077,0.4077,Activo
1514,mango,Mangifera indica,2025,24.4,6.0,0.2568,0.4425,0.4425,Activo
1515,mango,Mangifera indica,2022,14.2,4.1,0.0633,0.109,0.109,Activo
1515,mango,Mangifera indica,2023,14.5,4.1,0.066,0.1138,0.1138,Activo
1515,mango,Mangifera indica,2024,14.6,4.3,0.0695,0.1198,0.1198,Activo
1515,mango,Mangifera indica,2025,15.1,5.7,0.0927,0.1598,0.1598,Activo
1516,uruca,Trichilia havanensis,2022,14.2,9.1,0.1177,0.2029,0.2029,Activo
1516,uruca,Trichilia havanensis,2023,14.2,9.1,0.1177,0.2029,0.2029,Activo
1516,uruca,Trichilia havanensis,2024,14.3,9.2,0.1204,0.2076,0.2076,Activo
1516,uruca,Trichilia havanensis,2025,14.8,9.2,0.1292,0.2227,0.2227,Activo
1517,uruca,Trichilia havanensis,2022,15.9,8.9,0.1457,0.2512,0.2512,Activo
1517,uruca,Trichilia havanensis,2023,15.9,9.0,0.147,0.2534,0.2534,Activo
1517,uruca,Trichilia havanensis,2024,15.9,9.2,0.1495,0.2577,0.2577,Activo
1517,uruca,Trichilia havanensis,2025,16.1,9.2,0.1534,0.2644,0.2644,Activo
1518,güitite,Acnistus arborescens,2022,11.0,5.3,0.0459,0.0791,0.0791,Activo
1518,güitite,Acnistus arborescens,2023,11.0,5.3,0.0459,0.0791,0.0791,Activo
1518,güitite,Acnistus arborescens,2024,11.0,5.3,0.0459,0.0791,0.0791,Activo
1518,güitite,Acnistus arborescens,2025,12.9,10.7,0.1098,0.1893,0.1893,Activo
1519,vainillo,Tecoma stans,2022,13.1,7.8,0.0886,0.1527,0.1527,Activo
1519,vainillo,Tecoma stans,2023,13.4,8.0,0.0946,0.1631,0.1631,Activo
1519,vainillo,Tecoma stans,2024,14.0,8.0,0.1035,0.1783,0.1783,Activo
1519,vainillo,Tecoma stans,2025,14.6,8.0,0.1127,0.1942,0.1942,Activo
1520,vainillo,Tecoma stans,2022,14.1,6.4,0.0882,0.152,0.152,Activo
1520,vainillo,Tecoma stans,2023,14.6,6.4,0.0947,0.1632,0.1632,Activo
1520,vainillo,Tecoma stans,2024,15.4,6.4,0.1056,0.182,0.182,Activo
1520,vainillo,Tecoma stans,2025,16.0,6.5,0.1156,0.1992,0.1992,Activo
1521,itabo,Yucca guatemalensis,2022,12.1,3.1,0.0367,0.0633,0.0633,Activo
1521,itabo,Yucca guatemalensis,2023,12.2,3.1,0.0373,0.0643,0.0643,Activo
